Column1,ID,Year,h,K,M,Y
13556,452,196,2,357.3447,344.2877,480.0563
13557,452,197,2,330.5438,438.2056,545.5696
13558,452,198,2,305.753,341.0489,486.0491
13559,452,199,2,282.8215,431.6932,410.6769
13560,452,200,2,261.6099,370.0855,946.6714
13561,453,171,5,6.371824,13.91649,11.65416
13562,453,172,5,5.41605,7.0081,11.19913
13563,453,173,5,4.603643,14.13902,27.45107
13564,453,174,5,4.08897,34.61398,58.23966
13565,453,175,5,27.46555,176.1117,337.7488
13566,453,176,5,49.41309,213.4023,414.7542
13567,453,177,5,43.18856,260.9596,446.3464
13568,453,178,5,58.0153,196.9293,215.3167
13569,453,179,5,49.31301,164.328,323.9031
13570,453,180,5,41.91606,65.55282,89.02225
13571,453,181,5,35.62865,52.2665,68.45502
13572,453,182,5,30.28435,34.45557,71.1878
13573,453,183,5,25.7417,155.1314,311.0645
13574,453,184,5,40.46145,111.5356,139.2438
13575,453,185,5,34.39223,68.91108,106.1721
13576,453,186,5,29.2334,125.0613,216.9597
13577,453,187,5,26.51725,199.3001,298.8545
13578,453,188,5,69.55255,440.1607,644.9586
13579,453,189,5,90.38372,198.9022,265.494
13580,453,190,5,76.82616,148.1984,294.6665
13581,453,191,5,65.30224,90.65406,109.1585
13582,453,192,5,55.5069,138.1241,278.8136
13583,453,193,5,47.18087,91.82841,172.7476
13584,453,194,5,40.10374,46.68745,74.50416
13585,453,195,5,34.08818,56.89659,63.04752
13586,453,196,5,28.97495,86.90996,160.9205
13587,453,197,5,24.62871,60.78802,89.15771
13588,453,198,5,20.9344,31.3884,37.39606
13589,453,199,5,17.79424,27.48153,46.45375
13590,453,200,5,15.1251,72.87052,131.023
13591,454,171,4,145.7154,407.1407,443.978
13592,454,172,4,127.501,133.3079,266.1991
13593,454,173,4,111.5634,203.6932,180.1485
13594,454,174,4,97.61795,134.0555,207.4507
13595,454,175,4,85.4157,150.2166,159.6246
13596,454,176,4,74.73874,133.3012,212.9639
13597,454,177,4,65.3964,184.7981,222.6124
13598,454,178,4,57.22185,54.35767,75.81911
13599,454,179,4,50.06912,37.01833,58.03386
13600,454,180,4,43.81048,33.75724,58.42443
13601,454,181,4,38.33417,13.85359,22.31997
13602,454,182,4,33.5424,17.78875,13.02017
13603,454,183,4,29.3496,17.97345,27.76229
13604,454,184,4,25.6809,5.967906,13.86094
13605,454,185,4,22.47079,9.789105,9.608284
13606,454,186,4,19.66194,22.94419,52.32922
13607,454,187,4,17.2042,55.28756,54.80415
13608,454,188,4,16.50972,104.9451,148.0649
13609,454,189,4,55.01889,168.4003,427.2719
13610,454,190,4,48.1707,194.3047,262.405
13611,454,191,4,45.90667,28.12354,49.23454
13612,454,192,4,40.16834,47.60642,85.09702
13613,454,193,4,35.1473,23.90434,35.18332
13614,454,194,4,30.75388,19.69803,30.79439
13615,454,195,4,26.90965,14.65671,19.55311
13616,454,196,4,23.54594,8.099523,14.74718
13617,454,197,4,20.6027,10.85304,12.48639
13618,454,198,4,18.02736,12.55011,15.12582
13619,454,199,4,15.77394,23.63086,43.46098
13620,454,200,4,13.8022,13.96051,20.69415
13621,455,171,5,18.88637,19.97182,36.21462
13622,455,172,5,16.05342,26.70347,34.527
13623,455,173,5,13.6454,29.03306,30.47774
13624,455,174,5,11.59859,20.67665,45.14673
13625,455,175,5,9.858805,17.55203,35.62786
13626,455,176,5,8.379984,24.89882,29.55229
13627,455,177,5,7.122987,28.95357,32.62975
13628,455,178,5,9.250151,43.99147,74.88735
13629,455,179,5,14.04799,80.59615,69.53738
13630,455,180,5,25.32731,63.4579,95.53603
13631,455,181,5,21.52822,100.1442,101.5377
13632,455,182,5,22.69704,107.0591,211.6067
13633,455,183,5,23.53927,96.24361,156.9268
13634,455,184,5,21.18,93.6487,124.2654
13635,455,185,5,21.26167,101.9477,122.7874
13636,455,186,5,23.33192,187.8848,203.371
13637,455,187,5,75.34535,257.9688,484.1609
13638,455,188,5,64.04355,135.0094,217.2434
13639,455,189,5,54.43702,153.8121,341.9239
13640,455,190,5,46.27146,84.33909,160.5915
13641,455,191,5,39.33075,92.03337,123.1896
13642,455,192,5,33.43113,152.1976,173.9262
13643,455,193,5,30.89231,225.9925,329.1394
13644,455,194,5,73.07175,190.5858,311.7134
13645,455,195,5,62.11098,53.33554,101.3685
13646,455,196,5,52.79434,58.61697,89.92546
13647,455,197,5,44.87519,52.42193,97.716
13648,455,198,5,38.14391,50.70137,76.25125
13649,455,199,5,32.42232,56.65262,147.3593
13650,455,200,5,27.55897,32.64993,26.67791
13651,456,171,5,5.48181,6.025838,5.616741
13652,456,172,5,4.659538,6.682628,8.30724
13653,456,173,5,3.960608,11.26699,17.20664
13654,456,174,5,3.375666,11.71301,18.95035
13655,456,175,5,3.510354,11.38239,19.38108
13656,456,176,5,3.38389,12.06975,20.26154
13657,456,177,5,3.602526,19.99416,29.95221
13658,456,178,5,11.47102,30.97877,50.27902
13659,456,179,5,9.750368,63.80904,107.7455
13660,456,180,5,26.66307,114.7222,160.1653
13661,456,181,5,24.46071,22.44123,24.25745
13662,456,182,5,20.79161,19.97362,25.09072
13663,456,183,5,17.67286,16.62622,22.08712
13664,456,184,5,15.02194,20.20681,42.60981
13665,456,185,5,12.76865,10.95547,16.04054
13666,456,186,5,10.85335,10.00782,13.74066
13667,456,187,5,9.225346,10.28195,21.57408
13668,456,188,5,7.841544,4.841912,8.182766
13669,456,189,5,6.665313,5.239336,8.699081
13670,456,190,5,5.665516,5.025132,7.51301
13671,456,191,5,4.815688,3.087602,3.646664
13672,456,192,5,4.093335,5.675954,9.780171
13673,456,193,5,3.479335,12.76028,15.31808
13674,456,194,5,3.731616,12.46289,20.57731
13675,456,195,5,3.575072,17.97678,23.72574
13676,456,196,5,9.349725,42.49724,62.24155
13677,456,197,5,13.04747,25.42329,38.29966
13678,456,198,5,11.09035,34.72744,58.50315
13679,456,199,5,9.836177,17.44025,26.98192
13680,456,200,5,8.36075,4.62309,5.672988
13681,457,171,3,225.4818,319.2451,665.8818
13682,457,172,3,202.9337,158.5406,218.4694
13683,457,173,3,182.6403,214.53,418.5514
13684,457,174,3,164.3763,70.61633,88.73329
13685,457,175,3,147.9386,96.08761,230.187
13686,457,176,3,133.1448,53.73415,66.03695
13687,457,177,3,119.8303,50.16494,62.08394
13688,457,178,3,107.8473,54.24728,63.59363
13689,457,179,3,97.06254,76.21003,140.2394
13690,457,180,3,87.35629,111.9765,260.6589
13691,457,181,3,78.62066,52.72292,90.93949
13692,457,182,3,70.75859,90.5121,158.9263
13693,457,183,3,63.68273,113.3477,171.0046
13694,457,184,3,57.31446,71.50332,81.55518
13695,457,185,3,51.58301,65.09817,105.7817
13696,457,186,3,46.42471,40.60285,93.17902
13697,457,187,3,41.78224,48.36381,70.59261
13698,457,188,3,37.60402,65.45435,65.70992
13699,457,189,3,33.84362,86.41851,263.1542
13700,457,190,3,31.13354,49.55738,86.07526
13701,457,191,3,28.02018,90.14949,151.8768
13702,457,192,3,32.26704,63.71628,134.2421
13703,457,193,3,29.04033,22.94364,23.5872
13704,457,194,3,26.1363,9.628117,18.00579
13705,457,195,3,23.52267,9.46667,20.72108
13706,457,196,3,21.1704,6.203388,8.6432
13707,457,197,3,19.05336,7.732012,13.50525
13708,457,198,3,17.14803,21.84194,36.53617
13709,457,199,3,15.43322,23.19476,29.78655
13710,457,200,3,13.8899,25.95392,58.76209
13711,458,171,4,182.7988,414.386,975.6832
13712,458,172,4,159.9489,237.3992,465.0297
13713,458,173,4,139.9553,411.7399,675.2084
13714,458,174,4,122.4609,273.7321,363.0731
13715,458,175,4,107.1533,113.0872,130.2981
13716,458,176,4,93.75912,105.3922,170.8556
13717,458,177,4,82.03922,79.0301,150.4424
13718,458,178,4,71.78432,55.36737,76.39277
13719,458,179,4,62.81128,86.09487,179.0143
13720,458,180,4,54.95987,94.85951,123.8971
13721,458,181,4,48.08989,93.5835,150.5762
13722,458,182,4,42.07865,48.45392,53.08193
13723,458,183,4,36.81882,28.15287,53.14756
13724,458,184,4,32.21647,16.17521,18.25484
13725,458,185,4,28.18941,12.24306,26.46787
13726,458,186,4,24.66573,12.88538,13.73414
13727,458,187,4,21.58252,10.58173,20.80952
13728,458,188,4,18.8847,6.069547,10.18818
13729,458,189,4,16.52411,4.016349,6.895444
13730,458,190,4,14.4586,8.748214,15.33871
13731,458,191,4,12.65127,7.033025,14.40399
13732,458,192,4,11.06987,9.151385,12.38295
13733,458,193,4,9.686132,7.409286,11.70071
13734,458,194,4,8.475366,8.689695,11.58715
13735,458,195,4,7.415945,9.579148,17.80547
13736,458,196,4,6.488952,8.257482,7.826422
13737,458,197,4,5.677833,10.19748,23.06793
13738,458,198,4,4.972183,4.715523,6.101844
13739,458,199,4,4.35066,7.852901,12.63231
13740,458,200,4,3.806828,13.91477,25.66641
13741,459,171,1,1513.427,456.3778,703.7232
13742,459,172,1,1437.756,854.7958,1656.872
13743,459,173,1,1365.868,858.0917,1158.56
13744,459,174,1,1297.575,1018.708,1228.822
13745,459,175,1,1232.696,1070.162,1623.324
13746,459,176,1,1171.061,1118.222,1380.886
13747,459,177,1,1112.508,1824.571,1680.789
13748,459,178,1,1056.883,2854.279,6454.45
13749,459,179,1,1043.841,2625.14,4435.442
13750,459,180,1,1032.252,1152.224,1550.912
13751,459,181,1,980.6392,575.921,845.3769
13752,459,182,1,931.6073,750.9308,1161.469
13753,459,183,1,885.0269,316.196,400.2261
13754,459,184,1,840.7756,183.2568,208.9693
13755,459,185,1,798.7368,153.0998,277.595
13756,459,186,1,758.7999,150.1434,330.2293
13757,459,187,1,720.86,248.8013,508.1731
13758,459,188,1,684.817,100.1904,163.8023
13759,459,189,1,650.5761,228.0899,410.0122
13760,459,190,1,618.0473,120.7954,156.0287
13761,459,191,1,587.145,156.7902,134.5254
13762,459,192,1,557.7877,70.9819,154.8862
13763,459,193,1,529.8983,95.16022,169.5648
13764,459,194,1,503.4034,103.8553,155.0394
13765,459,195,1,478.2332,125.2209,240.8714
13766,459,196,1,454.3216,135.3221,216.3525
13767,459,197,1,431.6055,99.71668,124.7014
13768,459,198,1,410.0252,136.1395,237.2025
13769,459,199,1,389.524,201.2912,321.0081
13770,459,200,1,370.0478,181.4907,214.393
13771,460,171,4,384.6376,3428.334,6382.918
13772,460,172,4,607.9962,3788.146,7013.367
13773,460,173,4,531.9967,1284.598,1518.512
13774,460,174,4,465.4971,404.1068,271.248
13775,460,175,4,407.31,375.6264,586.6844
13776,460,176,4,356.3962,195.7888,208.2718
13777,460,177,4,311.8467,232.9589,418.0607
13778,460,178,4,272.8658,181.5081,345.0229
13779,460,179,4,238.7576,326.5789,356.9715
13780,460,180,4,208.9129,391.2749,536.5621
13781,460,181,4,182.7988,227.759,222.9138
13782,460,182,4,159.9489,138.4395,148.6049
13783,460,183,4,139.9553,285.2594,313.4764
13784,460,184,4,122.4609,530.3948,540.8436
13785,460,185,4,111.5023,285.7194,430.0292
13786,460,186,4,97.56456,140.1428,123.3625
13787,460,187,4,85.36899,443.7421,595.3097
13788,460,188,4,100.7033,671.5124,1134.135
13789,460,189,4,210.9885,687.8643,942.688
13790,460,190,4,184.6149,152.9398,299.8852
13791,460,191,4,161.5381,69.21632,102.9703
13792,460,192,4,141.3458,169.9487,327.4323
13793,460,193,4,123.6776,110.3678,165.7588
13794,460,194,4,108.2179,150.8503,197.9843
13795,460,195,4,94.69066,92.82413,143.8708
13796,460,196,4,82.85432,37.8359,37.87707
13797,460,197,4,72.49754,55.35233,118.7925
13798,460,198,4,63.43534,87.11012,137.8256
13799,460,199,4,55.50592,52.77163,72.07956
13800,460,200,4,48.56768,36.2411,75.63167
13801,461,171,4,277.7915,882.9418,1154.475
13802,461,172,4,243.0676,933.8299,2043.952
13803,461,173,4,212.6849,874.0087,1262.665
13804,461,174,4,187.2854,264.8323,312.2396
13805,461,175,4,163.8747,398.1467,691.3231
13806,461,176,4,143.3904,177.4767,314.356
13807,461,177,4,125.4666,76.84357,148.1419
13808,461,178,4,109.7833,47.92041,101.1112
13809,461,179,4,96.06036,21.79482,32.89639
13810,461,180,4,84.05282,75.03325,89.33443
13811,461,181,4,73.54622,69.12646,94.97718
13812,461,182,4,64.35294,75.70094,103.4789
13813,461,183,4,56.30882,45.20488,68.40993
13814,461,184,4,49.27022,38.67841,61.20329
13815,461,185,4,43.11144,27.75643,49.0325
13816,461,186,4,37.72251,107.3792,229.1837
13817,461,187,4,33.08161,141.1722,261.7618
13818,461,188,4,37.36805,89.92744,114.8631
13819,461,189,4,32.69705,82.52365,110.5913
13820,461,190,4,28.60992,83.67595,74.39383
13821,461,191,4,25.25174,71.12551,189.5957
13822,461,192,4,22.09527,111.9404,170.5961
13823,461,193,4,40.4273,241.9086,377.7831
13824,461,194,4,85.36604,274.7836,559.3829
13825,461,195,4,74.69528,190.4255,233.4689
13826,461,196,4,65.35837,169.4837,246.9042
13827,461,197,4,57.18857,105.7119,154.7871
13828,461,198,4,50.04,144.0352,157.9536
13829,461,199,4,43.785,205.4448,283.6428
13830,461,200,4,53.87677,144.9432,316.1073
13831,462,171,1,660.9662,87.46378,112.558
13832,462,172,1,627.9178,161.922,238.1595
13833,462,173,1,596.522,110.2579,158.9523
13834,462,174,1,566.6959,212.3959,514.634
13835,462,175,1,538.3611,522.4525,1110.654
13836,462,176,1,511.443,598.9678,690.8599
13837,462,177,1,485.8708,741.2985,1046.474
13838,462,178,1,461.5773,388.7588,656.6459
13839,462,179,1,438.4984,135.9487,225.4085
13840,462,180,1,416.5735,391.9285,721.2214
13841,462,181,1,395.7448,320.2764,409.0896
13842,462,182,1,375.9576,602.9368,1122.507
13843,462,183,1,357.6059,232.6396,499.4254
13844,462,184,1,339.7256,425.375,551.5914
13845,462,185,1,322.7393,605.6905,719.4305
13846,462,186,1,318.2325,905.0959,842.1492
13847,462,187,1,592.0583,571.0335,743.637
13848,462,188,1,562.4554,243.716,313.7744
13849,462,189,1,534.3326,237.5701,421.5255
13850,462,190,1,507.616,341.6648,497.6681
13851,462,191,1,482.2352,305.153,422.9822
13852,462,192,1,458.1234,190.7625,608.6311
13853,462,193,1,435.2173,305.4938,538.4688
13854,462,194,1,413.4564,161.1016,330.3932
13855,462,195,1,392.7836,221.7723,367.6828
13856,462,196,1,373.1444,316.6023,521.2778
13857,462,197,1,354.4872,149.869,170.7104
13858,462,198,1,336.7628,43.92523,101.3985
13859,462,199,1,319.9247,41.0217,58.24105
13860,462,200,1,303.9285,164.606,265.5817
13861,463,171,2,56.15665,86.56319,210.2909
13862,463,172,2,51.9449,43.88284,58.55787
13863,463,173,2,48.04903,47.46618,60.42867
13864,463,174,2,44.44535,75.16553,205.0328
13865,463,175,2,41.11195,136.7519,263.9214
13866,463,176,2,98.88661,539.5823,870.6287
13867,463,177,2,384.6335,2587.22,3913.821
13868,463,178,2,961.0605,3862.047,4846.429
13869,463,179,2,920.9497,3210.198,3989.506
13870,463,180,2,854.7333,1914.745,5532.833
13871,463,181,2,790.6284,1220.392,1814.727
13872,463,182,2,731.3312,974.883,1556.712
13873,463,183,2,676.4814,1110.357,2066.218
13874,463,184,2,625.7453,1918.162,2722.275
13875,463,185,2,578.8144,1154.657,2969.502
13876,463,186,2,535.4033,891.5741,1372.635
13877,463,187,2,495.248,1063.9,1758.16
13878,463,188,2,458.1045,792.2686,1679.407
13879,463,189,2,423.7466,610.2952,721.1783
13880,463,190,2,391.9656,2077.288,5299.758
13881,463,191,2,812.2701,2669.387,5774.14
13882,463,192,2,752.3226,1373.04,1234.771
13883,463,193,2,695.8984,1914.14,3605.861
13884,463,194,2,643.706,1356.264,2407.458
13885,463,195,2,595.428,860.5511,1160.626
13886,463,196,2,550.7709,1639.048,3994.53
13887,463,197,2,516.2491,863.1934,1269.077
13888,463,198,2,477.5305,584.3387,1263.029
13889,463,199,2,441.7157,389.6443,549.0316
13890,463,200,2,408.587,422.3221,448.4088
13891,464,171,3,7.121724,7.799284,11.47021
13892,464,172,3,6.409552,5.821556,7.053014
13893,464,173,3,5.768596,2.673941,3.632715
13894,464,174,3,5.191737,2.791912,5.64787
13895,464,175,3,4.672563,4.01467,4.545128
13896,464,176,3,4.205307,2.939999,2.994393
13897,464,177,3,3.784776,2.89349,5.039912
13898,464,178,3,3.406298,2.72825,3.00113
13899,464,179,3,3.065669,6.201842,9.090237
13900,464,180,3,2.892169,4.969015,7.410292
13901,464,181,3,2.676802,5.460906,7.010032
13902,464,182,3,2.583552,8.343863,19.43778
13903,464,183,3,6.773947,6.580344,18.02671
13904,464,184,3,6.096552,6.341397,9.206322
13905,464,185,3,5.486897,3.452391,5.208584
13906,464,186,3,4.938207,7.105183,6.948392
13907,464,187,3,4.444387,5.171713,7.867301
13908,464,188,3,3.999948,22.85257,21.42401
13909,464,189,3,31.70447,65.36623,134.9528
13910,464,190,3,28.53403,49.5973,77.51897
13911,464,191,3,25.68062,87.90559,179.077
13912,464,192,3,33.19748,295.6714,488.8546
13913,464,193,3,314.9285,753.9908,868.6639
13914,464,194,3,283.4356,1176.406,1435.78
13915,464,195,3,266.6979,687.3148,792.7728
13916,464,196,3,240.0281,741.3965,1057.706
13917,464,197,3,216.0253,1120.198,1895.657
13918,464,198,3,308.7758,2003.88,2357.192
13919,464,199,3,481.9244,1078.539,1893.819
13920,464,200,3,433.7319,1305.53,2787.667
13921,465,171,4,243.3325,567.8927,514.2907
13922,465,172,4,212.9159,768.5321,1221.338
13923,465,173,4,186.3014,419.7086,603.5634
13924,465,174,4,163.0137,309.218,352.4966
13925,465,175,4,142.637,185.479,241.1639
13926,465,176,4,124.8074,111.3365,168.889
13927,465,177,4,109.2065,111.8283,135.2463
13928,465,178,4,95.55567,171.3837,339.4465
13929,465,179,4,83.61121,184.8705,240.8838
13930,465,180,4,73.15981,107.7388,121.9894
13931,465,181,4,64.01483,219.2065,249.7246
13932,465,182,4,56.01298,369.9292,470.8752
13933,465,183,4,135.0595,130.5566,129.7506
13934,465,184,4,118.177,30.14439,40.5313
13935,465,185,4,103.4049,24.28062,35.90662
13936,465,186,4,90.47929,136.0752,305.799
13937,465,187,4,79.16938,135.0614,224.975
13938,465,188,4,69.27321,212.4424,408.4209
13939,465,189,4,60.61406,279.326,302.7461
13940,465,190,4,61.27744,69.28548,85.01802
13941,465,191,4,53.61776,71.29771,96.21514
13942,465,192,4,46.91554,61.44273,128.8481
13943,465,193,4,41.0511,95.07372,151.0029
13944,465,194,4,35.91971,185.1635,258.7071
13945,465,195,4,56.59057,352.7254,519.3562
13946,465,196,4,118.4773,744.8165,1394.627
13947,465,197,4,206.6835,1051.927,973.9029
13948,465,198,4,204.8009,1268.508,1801.079
13949,465,199,4,243.3326,563.1432,1079.277
13950,465,200,4,212.9161,333.2238,606.0497
13951,466,171,4,47.22546,90.8133,171.7628
13952,466,172,4,41.32228,77.92447,132.202
13953,466,173,4,36.15699,244.5911,443.1202
13954,466,174,4,105.3136,458.4449,710.5869
13955,466,175,4,96.74792,270.2767,483.0155
13956,466,176,4,84.65443,356.6862,483.4769
13957,466,177,4,76.80671,493.2152,1039.605
13958,466,178,4,155.987,1597.13,3194.65
13959,466,179,4,417.6561,1608.495,2575.149
13960,466,180,4,365.449,587.7732,753.4775
13961,466,181,4,319.7679,522.1272,1130.074
13962,466,182,4,279.7969,508.5703,1108.411
13963,466,183,4,244.8223,489.339,507.5692
13964,466,184,4,214.2195,1160.859,1236.059
13965,466,185,4,228.6487,828.3748,1281.674
13966,466,186,4,200.0676,923.6605,2259.034
13967,466,187,4,181.6558,884.3807,1033.115
13968,466,188,4,170.2607,663.5445,1374.286
13969,466,189,4,148.9781,675.3846,1447.2
13970,466,190,4,134.739,258.4808,480.6732
13971,466,191,4,117.8966,115.3493,184.4207
13972,466,192,4,103.1595,222.1553,218.3241
13973,466,193,4,90.26459,337.2129,709.3022
13974,466,194,4,79.73856,220.9251,272.2755
13975,466,195,4,69.77123,98.72143,122.1015
13976,466,196,4,61.04983,144.7687,260.848
13977,466,197,4,53.4186,276.7299,454.1234
13978,466,198,4,74.3699,592.1998,905.2684
13979,466,199,4,243.3329,448.1888,636.8484
13980,466,200,4,212.9163,324.5852,437.5976
13981,467,171,2,216.3432,122.7825,162.5353
13982,467,172,2,200.1174,56.17233,110.0618
13983,467,173,2,185.1086,43.2711,108.9751
13984,467,174,2,171.2255,52.65934,104.6094
13985,467,175,2,158.3836,36.62397,82.31204
13986,467,176,2,146.5048,62.71968,106.2165
13987,467,177,2,135.5169,93.35191,126.382
13988,467,178,2,125.3532,176.7149,432.8671
13989,467,179,2,115.9517,205.8519,319.2769
13990,467,180,2,107.2553,263.8359,202.8973
13991,467,181,2,104.6595,55.53143,120.6602
13992,467,182,2,96.81,164.7705,243.6145
13993,467,183,2,89.57625,151.1716,224.412
13994,467,184,2,83.12637,173.9474,220.8135
13995,467,185,2,78.71217,152.3585,219.3945
13996,467,186,2,74.31482,360.1111,548.351
13997,467,187,2,314.0516,520.5602,766.5332
13998,467,188,2,290.4977,145.3618,350.3387
13999,467,189,2,268.7104,518.0238,509.0565
14000,467,190,2,248.5571,393.4096,879.6783
14001,467,191,2,229.9153,396.4096,597.0734
14002,467,192,2,212.6717,291.4778,368.5076
14003,467,193,2,196.7213,178.9716,252.1984
14004,467,194,2,181.9672,78.23843,178.3549
14005,467,195,2,168.3197,121.1218,206.0627
14006,467,196,2,155.6957,228.5366,391.724
14007,467,197,2,144.0185,282.0338,353.6622
14008,467,198,2,133.6167,337.774,394.7395
14009,467,199,2,133.6698,170.3783,163.5692
14010,467,200,2,123.6446,188.0715,285.7596
14011,468,171,1,381.8935,557.7117,1010.18
14012,468,172,1,362.8585,320.1396,384.044
14013,468,173,1,344.7156,212.491,351.3258
14014,468,174,1,327.4798,207.4098,325.2732
14015,468,175,1,311.1058,175.3896,373.8373
14016,468,176,1,295.5505,216.5678,484.7132
14017,468,177,1,280.773,392.5268,814.5248
14018,468,178,1,266.7343,550.2211,728.2106
14019,468,179,1,292.8323,376.6702,980.0918
14020,468,180,1,278.1907,361.9788,378.1728
14021,468,181,1,264.2811,348.3048,554.9618
14022,468,182,1,251.0671,202.5259,323.6864
14023,468,183,1,238.5137,101.3612,109.6349
14024,468,184,1,226.588,200.5925,323.6504
14025,468,185,1,215.2586,410.2727,726.915
14026,468,186,1,231.0832,536.7214,870.3495
14027,468,187,1,322.8511,1719.421,2914.422
14028,468,188,1,1519.144,5267.946,7489.906
14029,468,189,1,1519.151,5914.749,6793.427
14030,468,190,1,1519.149,5024.941,10549.39
14031,468,191,1,1516.396,3059.687,5045.784
14032,468,192,1,1440.667,5865.049,10382.88
14033,468,193,1,1659.193,6000.0,19151.69
14034,468,194,1,2401.329,6000.0,5490.415
14035,468,195,1,2281.263,5997.727,9939.281
14036,468,196,1,2177.537,6000.0,8567.215
14037,468,197,1,2199.384,5994.295,10597.83
14038,468,198,1,2106.802,4540.013,8650.031
14039,468,199,1,2001.462,3675.996,6712.313
14040,468,200,1,1901.389,1401.26,2374.334
14041,469,171,1,1789.639,1407.773,1495.194
14042,469,172,1,1700.157,1899.712,2920.719
14043,469,173,1,1615.15,1160.021,1930.647
14044,469,174,1,1534.392,1140.423,1331.431
14045,469,175,1,1457.672,758.7346,1068.062
14046,469,176,1,1384.789,749.9637,623.3746
14047,469,177,1,1315.549,740.8583,943.4194
14048,469,178,1,1249.772,697.2275,644.439
14049,469,179,1,1187.283,361.4708,586.8746
14050,469,180,1,1127.919,380.7491,549.8632
14051,469,181,1,1071.523,426.6208,479.4244
14052,469,182,1,1017.947,475.2508,656.1105
14053,469,183,1,967.0497,333.4858,356.5613
14054,469,184,1,918.6972,225.7367,447.5346
14055,469,185,1,872.7623,457.2263,756.5524
14056,469,186,1,829.1242,584.9356,929.2103
14057,469,187,1,787.668,692.2542,923.6945
14058,469,188,1,748.2846,564.6566,1012.21
14059,469,189,1,710.8704,588.6647,771.6189
14060,469,190,1,675.3268,884.9155,1464.707
14061,469,191,1,641.5605,950.5435,1834.327
14062,469,192,1,609.4825,2929.404,3295.672
14063,469,193,1,1519.152,4223.898,6890.4
14064,469,194,1,1448.99,2441.839,3388.61
14065,469,195,1,1376.541,859.4356,906.6521
14066,469,196,1,1307.714,857.8448,1673.952
14067,469,197,1,1242.328,862.6689,1258.202
14068,469,198,1,1180.212,610.2729,673.35
14069,469,199,1,1121.201,275.1437,337.7401
14070,469,200,1,1065.141,827.4999,2534.083
14071,470,171,3,183.9706,105.0581,111.2595
14072,470,172,3,165.5735,65.46483,73.2346
14073,470,173,3,149.0162,194.434,214.6491
14074,470,174,3,134.1145,152.896,258.7716
14075,470,175,3,120.7031,172.3076,311.8231
14076,470,176,3,108.6328,121.3196,230.0454
14077,470,177,3,97.7695,36.61095,53.61426
14078,470,178,3,87.99255,96.93018,111.981
14079,470,179,3,79.1933,79.61696,184.1346
14080,470,180,3,71.27396,96.61944,170.7252
14081,470,181,3,64.14657,161.3158,323.6282
14082,470,182,3,57.73191,92.80967,153.8594
14083,470,183,3,51.95872,92.14612,101.5602
14084,470,184,3,46.76285,67.06345,102.7802
14085,470,185,3,42.08656,63.57806,100.9623
14086,470,186,3,37.87791,61.86073,112.6467
14087,470,187,3,34.09012,76.62651,105.942
14088,470,188,3,30.94258,61.57883,79.08743
14089,470,189,3,27.84832,15.01798,32.37552
14090,470,190,3,25.06349,36.41396,40.71701
14091,470,191,3,22.55714,35.18449,53.1933
14092,470,192,3,20.30143,38.35072,32.97978
14093,470,193,3,18.45394,20.90632,29.52439
14094,470,194,3,16.60855,31.22432,61.73277
14095,470,195,3,15.02304,11.86783,13.18253
14096,470,196,3,13.52073,11.93141,15.0953
14097,470,197,3,12.16866,11.25712,18.28469
14098,470,198,3,10.95179,7.563089,13.07606
14099,470,199,3,9.856614,8.807615,12.71392
14100,470,200,3,8.870953,9.846274,11.48372
14101,471,171,5,4.22013,15.37854,18.93807
14102,471,172,5,4.068885,8.349847,8.407337
14103,471,173,5,3.458552,5.557082,10.69742
14104,471,174,5,2.93977,3.966682,4.608548
14105,471,175,5,2.498804,3.086079,5.160502
14106,471,176,5,2.123983,5.97957,8.577178
14107,471,177,5,2.146266,3.711955,6.346149
14108,471,178,5,1.824326,7.953184,9.782496
14109,471,179,5,3.544426,3.544658,8.557202
14110,471,180,5,3.012762,2.903172,4.962005
14111,471,181,5,2.560848,2.120044,3.746113
14112,471,182,5,2.176721,3.768535,4.261631
14113,471,183,5,1.850213,2.321836,3.730918
14114,471,184,5,1.572681,1.363181,1.761121
14115,471,185,5,1.338851,2.441207,4.942027
14116,471,186,5,1.200495,2.245966,3.00634
14117,471,187,5,1.118631,5.263745,6.691081
14118,471,188,5,3.230588,14.80769,25.53687
14119,471,189,5,6.63951,10.28167,18.81401
14120,471,190,5,5.643583,11.50203,20.66956
14121,471,191,5,4.797046,8.22662,11.40985
14122,471,192,5,4.077489,3.74668,5.905064
14123,471,193,5,3.465865,5.522038,6.768094
14124,471,194,5,2.945986,10.20591,23.17791
14125,471,195,5,3.245568,14.94563,20.84226
14126,471,196,5,6.765506,16.02897,23.05297
14127,471,197,5,5.75068,14.95131,24.73837
14128,471,198,5,4.902353,13.11231,19.89524
14129,471,199,5,4.185499,18.17516,40.00111
14130,471,200,5,7.075734,11.6471,21.26128
14131,472,171,1,1365.875,836.634,1387.957
14132,472,172,1,1297.581,457.5797,630.6624
14133,472,173,1,1232.702,832.9925,993.9377
14134,472,174,1,1171.067,831.1489,888.5207
14135,472,175,1,1112.514,1415.54,1802.385
14136,472,176,1,1056.888,674.416,709.4391
14137,472,177,1,1004.043,554.3315,627.3239
14138,472,178,1,953.8412,202.0947,274.2139
14139,472,179,1,906.1492,303.2589,366.1349
14140,472,180,1,860.8417,366.2096,612.2491
